year,id_firm,logl,logk,logm,logq,invest
1,677,-.003957,.1467669,.0374827,.232476,.6818142
2,677,-.0065157,.2117127,-.093281,.0873969,.5129817
3,677,-.2184298,-.0174542,-.1994024,-.0881907,.4139195
4,677,.1423872,-.009915,-.5291833,-.0635636,.6337796
5,677,-.2769229,-.4025904,-.1560239,-.2697062,.8281038
6,677,-.2122639,-.4288988,-.4222868,-.2737212,.4925833
7,677,-.1772839,-.5424622,-.4171576,-.3821916,.6655539
8,677,-.0302357,-.4488523,-.3028721,.0615224,.5097713
9,677,.0154503,-.53474,-.3923222,-.4366918,.557425
0,678,1.143882,.3777615,.8738342,1.11436,1.408947
1,678,1.176677,.661156,.8483889,1.057523,.8999569
2,678,1.275285,.3673038,1.028505,1.218417,1.113489
3,678,1.240485,.2055969,.7448625,.9661727,1.023652
4,678,1.363501,.470883,.8237809,1.229703,1.084113
5,678,1.624279,.3352499,.9217956,1.271839,0
6,678,1.687565,.3338139,.8997024,1.496872,1.548925
7,678,1.517069,.1697089,.6524772,1.140553,1.583496
8,678,1.134016,-.2657719,.293056,1.07715,1.212898
9,678,1.547929,.0448449,.5427197,1.116257,1.571819
0,679,1.762865,2.008184,2.004323,1.993978,6.030952
1,679,1.947947,2.120051,1.945474,2.342969,0
2,679,1.725974,2.17992,2.200157,1.756474,0
3,679,1.23352,1.536186,1.581145,1.246444,0
4,679,1.441344,1.898168,1.390267,1.465757,0
5,679,1.358304,1.671742,1.439632,1.370761,0
6,679,1.170381,1.346859,1.306651,.8759238,2.804354
7,679,.7595232,.8767509,.8946086,.7087645,.5354149
8,679,.6358083,.8140286,.8501185,.5082613,0
9,679,.6649989,.5662147,.7413189,.5580235,.3761387
0,681,-1.725481,-1.745979,-2.15059,-1.700525,.4392093
1,681,-1.59239,-1.438576,-1.994076,-1.856211,0
2,681,-1.678105,-1.488039,-1.931286,-1.773773,0
3,681,-1.53025,-1.381168,-1.755469,-2.005054,0
4,681,-1.833041,-1.795224,-2.01947,-1.706521,.1524457
5,681,-1.940159,-2.126684,-1.776399,-1.992083,.5133753
6,681,-1.896326,-1.938121,-1.937331,-1.79322,.2656613
7,681,-1.55729,-1.198858,-1.904809,-1.436741,.5978202
8,681,-1.435299,-1.429358,-1.656489,-1.32262,.2921727
9,681,-1.676446,-1.240319,-1.611116,-1.607098,.1615397
0,685,1.108906,.6070122,.8852597,1.09201,4.268013
1,685,1.203126,.9513301,.7901587,1.262325,3.500488
2,685,1.118593,.974077,.729799,.8307045,3.466184
3,685,1.041516,1.020577,.5532368,1.20022,3.388386
4,685,1.146719,.9050175,.8073196,.9909675,0
5,685,.7815932,.5273632,.6496162,.6324936,1.073964
6,685,.6109867,.6254299,.5065619,.6329545,1.203281
7,685,.2035251,-.2274978,.3018084,-.0966379,.7037759
8,685,.0466498,-.2596653,-.3233803,-.1731113,.3730892
9,685,-.0741855,-.3410361,-.3815107,-.1666366,0
0,689,2.589215,3.212631,2.823328,3.032709,24.56104
1,689,2.393744,3.480511,2.61526,2.904804,25.1676
2,689,2.052844,3.172559,2.628932,2.593226,18.76771
3,689,2.04731,3.344473,2.659343,2.865196,22.46676
4,689,2.193906,3.290747,2.672508,2.750633,30.58821
5,689,2.012411,3.252293,2.800496,2.805359,30.71029
6,689,2.208096,3.21687,3.005201,2.805421,0
7,689,2.097153,3.607636,2.928172,2.668328,49.02249
8,689,2.021026,3.711563,2.636351,2.695916,50.08469
9,689,1.947974,3.531014,2.723182,2.590274,0
0,690,2.054137,1.171479,1.936216,1.373778,1.293327
1,690,2.31555,1.348053,1.38644,1.453013,1.438903
2,690,2.08709,.8837363,1.554068,1.309437,.7824687
3,690,2.154373,.8115313,1.413865,1.113219,1.702149
4,690,1.968856,.6613544,1.223748,1.114159,.669324
5,690,1.904158,.4528629,.9909101,.9418386,.9591675
6,690,1.981073,.3738981,1.14116,1.221098,1.594739
7,690,1.836359,-.0912073,1.291176,1.04771,.6130884
8,690,1.748111,-.0180933,1.179081,.8971422,.6975631
9,690,1.854219,.0787477,1.147436,.846987,.8437058
0,691,1.149531,1.308946,.544413,1.412146,4.722139
1,691,1.416519,1.599129,.5600402,1.481777,5.525196
2,691,1.292969,1.420319,.6240715,1.395746,4.806262
3,691,.9163789,1.375725,.2632944,.6023411,1.88521
4,691,.863692,1.229875,.1964126,.8321898,1.780344
5,691,1.066445,1.05139,.1211983,.9249722,2.839173
6,691,.8610702,.7421412,.3850205,.7607535,2.280353
7,691,.7238977,.9719274,.1758982,.7879463,3.184002
8,691,.873715,.8435384,.2004963,.8518484,4.36287
9,691,.8016303,1.073528,.2419887,.9817587,2.49316
0,693,-.6924447,-1.373486,-.4806808,-.7734779,.171885
1,693,-.6728631,-1.576399,-.8182243,-1.046729,.148669
2,693,-1.086214,-1.814816,-1.02071,-.942143,0
3,693,-.8511762,-1.844883,-.9402847,-.9918196,.1564327
4,693,-.918644,-1.372207,-1.254206,-1.138839,.7388364
5,693,-.7824559,-1.167202,-1.172273,-1.49682,1.289872
6,693,-.887287,-1.046806,-.9244606,-1.720889,.2241118
7,693,-.9387832,-1.530444,-1.110995,-1.29865,0
8,693,-1.072315,-1.298585,-1.400116,-1.312012,0
9,693,-1.061395,-1.441559,-1.176069,-1.408983,0
0,696,1.074022,1.809797,1.25386,.7631787,2.521808
1,696,1.096708,1.709415,1.226245,1.147143,0
2,696,.8365145,1.633154,.8935897,.6972064,1.77088
3,696,.9432874,1.39272,.6106536,.7515308,1.802104
4,696,.049397,.7626658,.2519681,-.0343053,.3998956
5,696,.2253944,.5717067,.0978022,-.3508908,.3101565
6,696,-.037568,.4765935,.1858177,-.2544972,.6781608
7,696,-.1164355,.8603712,.2222692,-.1249852,2.097597
8,696,-.0010501,.9216691,.0851527,.060837,3.894382
9,696,-.0391708,.8405144,.2293874,.0004369,.3930606
0,697,-.415733,-.1233598,-.0699015,.2528032,1.063967
1,697,-.3441091,.1285893,-.0648667,.4255075,1.954614
2,697,-.5147331,-.0081489,-.2683953,.0314444,1.603529
3,697,-.5029448,.1985988,-.5005463,-.2035196,.7555408
4,697,-.5902519,-.1931466,-.4349466,-.1907033,.2975193
5,697,-.6445826,-.1364639,-.6063544,-.1230749,0
6,697,.2971647,.4540625,-.1317837,.4436562,1.318785
7,697,.1717885,.4039375,.0783088,.2670403,.4667588
8,697,.3830582,.4119798,.2296908,.5547752,.8696284
9,697,.4266444,.273246,.1720732,.6146124,1.240351
0,699,1.03795,.6233373,.6038135,.8206262,0
1,699,.8960224,.5997069,.7181016,.7213024,0
2,699,.9975498,.4791296,.4629373,.8344204,0
3,699,.8756652,.4930006,.31551,.5987241,0
4,699,1.100609,.5984369,.4537421,.9217439,0
5,699,1.197138,.6951531,.4168305,.5916124,0
6,699,1.449257,.7225377,.4501339,1.050105,0
7,699,1.311146,.6432263,.5714116,1.001573,0
8,699,1.55379,.7854373,.6978301,.8352751,0
9,699,1.167839,.9097755,.7226,.7429224,3.552258
0,700,2.648584,4.432267,3.044008,3.178058,47.9542
1,700,2.73807,4.185815,3.155251,3.006111,38.61375
2,700,2.927759,4.365295,2.784291,2.930811,42.30989
3,700,2.874223,4.370581,2.946452,3.047232,49.41963
4,700,2.981687,4.018514,2.893001,2.978521,49.23534
5,700,2.946785,4.056031,2.984461,2.951163,51.94898
6,700,2.821441,4.05941,3.086273,3.330644,31.52443
7,700,2.780849,3.921484,3.028407,3.112993,0
8,700,2.939118,3.961237,3.018775,3.07094,0
9,700,2.924973,3.94132,2.86171,2.965129,59.45084
0,702,-1.57392,-1.407922,-2.11107,-1.97052,0
1,702,-1.813298,-1.057445,-2.896703,-1.926549,0
2,702,-1.737859,-1.185568,-2.38381,-1.422581,0
3,702,-1.729621,-1.433294,-2.264624,-1.491711,0
4,702,-1.590612,-1.78408,-2.274642,-1.320259,0
5,702,-1.550786,-1.457719,-1.921097,-1.47548,0
6,702,-1.318693,-1.039983,-2.02392,-1.031068,0
7,702,-1.141909,-.5125399,-1.727937,-1.541613,0
8,702,-1.050092,-.6766331,-1.491017,-1.190663,0
9,702,-.991309,-.7095596,-1.681461,-1.2979,.2442928
0,704,.6366202,.3963761,.4670399,.6067976,2.64273
1,704,.808758,.443475,.3859968,.7597629,3.550848
2,704,.6570979,.4874871,.1348871,.7702237,2.360462
3,704,.7855644,.6195648,.4861944,.7125818,2.659367
4,704,.8608594,.5887165,.4160576,.7888089,3.477816
5,704,.9301232,.4499487,.5177705,.711998,2.295314
6,704,.5215632,.0421464,.5443129,.3836533,1.378357
7,704,.6495562,-.0141498,.3088449,.5264904,1.384701
8,704,.5622349,-.0175711,.1143389,.2758684,1.493739
9,704,.272375,-.6356782,-.4033025,.04295,.6481722
0,705,-1.507812,-2.045515,-1.7406,-1.785252,0
1,705,-1.960268,-1.893641,-1.541335,-1.943086,0
2,705,-1.602062,-1.759107,-1.993743,-1.595219,.1857371
3,705,-1.493301,-2.058563,-2.412608,-1.858703,.1095697
4,705,-1.728325,-2.030805,-1.854922,-2.855993,0
5,705,-2.061783,-2.312088,-2.151458,-2.801912,0
6,705,-2.488602,-3.416582,-2.597826,-2.618487,0
7,705,-2.260043,-3.418025,-2.236189,-2.496232,0
8,705,-2.331527,-3.201974,-2.194803,-2.403431,0
9,705,-2.294075,-3.141174,-2.09422,-2.515579,0
0,706,-3.051125,-5.542329,-4.883013,-2.548541,0
1,706,-3.116768,-5.541289,-4.678112,-2.496681,0
2,706,-3.234343,-4.40223,-4.100661,-2.833555,0
3,706,-3.364342,-4.660441,-4.777348,-2.704235,0
4,706,-3.304638,-4.578102,-4.5736,-2.686129,0
5,706,-3.066834,-4.51519,-4.81384,-2.84301,0
6,706,-2.798722,-4.23663,-5.831196,-2.776842,0
7,706,-3.010125,-4.459055,-5.254266,-2.628213,0
8,706,-3.094059,-4.39007,-4.386806,-3.082592,0
9,706,-3.201796,-4.655822,-4.360786,-2.991294,0
0,709,-.4721404,-.3007457,.4666564,-.4046417,.2891898
1,709,-.384589,-.2537333,.1108996,-.2999525,.3107578
2,709,-.5188867,-.5340387,.0548578,-.6993456,.4419891
3,709,-.4775126,-.4373582,-.1038364,-.3613737,.9580529
4,709,-.3819593,-.3711092,.1281725,-.4000296,.9232584
5,709,-.307032,-.4275176,.0035792,-.3417324,3.068619
6,709,-.3900561,-.1711976,-.221946,-.6075231,1.644604
7,709,-.3045199,-.3629963,-.1410138,-.6917647,.8028661
8,709,-.5436037,-.5613811,-.2419513,-.6141903,.3594371
9,709,-.6749372,-.6001151,-.3579443,-.8275206,.4509191
0,711,-.6833891,-1.794578,-1.479571,-.3659953,.2655732
1,711,-.6123558,-1.821912,-1.713979,-.9445246,.1750242
2,711,-.6120006,-1.805544,-1.716568,-.4875669,.3163297
3,711,-.4352897,-1.406432,-1.474563,-.520735,.9538362
4,711,.1071094,-1.204056,-.918709,.286496,.8995914
5,711,-.5198644,-.8624415,-.3505582,-.8238589,1.435653
6,711,-.6921628,-.9658457,-1.111016,-.9698291,0
7,711,-.6994354,-1.086888,-1.249193,-1.143261,.1132313
8,711,-.8115227,-1.132909,-1.429865,-.5575959,.1631043
9,711,-.8301727,-1.649495,-1.401843,-.7523637,.2267527
0,712,.0121021,.1157701,.008613,.1831076,1.955895
1,712,.0012097,.3863721,.043054,-.003356,1.245279
2,712,-.0776719,-.0416664,-.158385,-.1001792,.6039312
3,712,-.0516532,-.3953267,-.4335742,-.252593,.5115147
4,712,-.2019406,-.2225235,-.2101165,-.1468864,1.070708
5,712,-.0930268,-.2848828,-.594853,-.0456146,.6309951
6,712,-.2866642,-.6713122,-.4354599,.0154935,.664188
7,712,-.0969776,-.4829687,-.0039138,.2140979,0
8,712,.2190971,-.1808725,-.2225868,-.0256043,1.576152
9,712,-.1310055,-.2161625,-.4877846,-.2504039,.633299
0,715,-.6550409,-.659079,-.20969,-.4022578,.3613653
1,715,-.5722796,-.6202563,-.195032,-.3844719,.9495639
2,715,-1.17125,-.7447504,-.2061059,-1.156834,.3738017
3,715,-.9626514,-.8519725,-.7449003,-1.499651,0
4,715,-.6637514,-.604007,-.763597,-.8267853,.10618
5,715,-.4366975,-.747175,-.1642408,-.7650869,.3699062
6,715,-.3840618,-.6314679,-.0692001,-.3585991,.3341871
7,715,-.3259146,-.7163055,-.1604644,-.5863401,0
8,715,-.2328667,-.4530529,-.0068931,-.4965176,.6026122
9,715,-.2678122,-.2179989,-.0751387,-.4461892,1.273501
0,717,3.412108,4.727823,4.447141,3.628364,0
1,717,3.351436,4.45743,4.252755,3.663741,60.1325
2,717,2.690501,4.412293,3.781107,2.499421,42.61433
3,717,2.869952,4.512181,3.53596,2.782437,35.11531
4,717,3.306197,4.388889,3.974761,3.260464,26.79646
5,717,3.123982,4.219632,3.865767,3.472605,20.8698
6,717,3.15385,3.977588,3.748545,3.197811,19.39525
7,717,3.100917,3.912001,3.651551,3.480444,35.27077
8,717,2.889154,3.66263,3.490855,3.12654,38.47702
9,717,2.802262,3.825975,3.102487,2.922126,37.37531
0,719,.5683035,.3242604,.4017678,.10771,.6043674
1,719,.6255809,.2735241,.4489152,.0845164,.4018473
2,719,.5527449,.1394812,.3036004,.2719611,1.067449
3,719,.7209912,.3623352,.3905304,.5351205,1.090015
4,719,.6132871,.2301296,.4057607,.4493387,1.933996
5,719,1.039707,.2448394,.5563717,.7286128,1.006476
6,719,1.355564,.1658007,.6740254,.5882483,2.871912
7,719,1.229639,.3273175,.7447756,.6908622,1.136309
8,719,1.203566,.2260626,.8775508,.8034785,.872893
9,719,1.323178,.2312834,.8640944,.6716903,1.930733
0,720,.4614835,1.258771,.6019061,.6723692,.4060441
1,720,.4481834,1.185424,.5082009,.4982156,.9811814
2,720,.0333825,1.175373,.1321349,.2281235,1.069726
3,720,-.0188149,1.339497,-.0176042,.1763368,.3459666
4,720,.0562754,1.24893,.2715458,.1594305,.8939936
5,720,-.1520712,1.115737,.089223,.0090029,0
6,720,-.0742713,1.299026,.3553764,.0807003,1.119433
7,720,-.0534847,1.334469,.1382717,.1631861,1.096345
8,720,-.2766826,1.218541,.374776,.0796462,.9720185
9,720,-.0271441,1.339694,.1719472,-.1055049,.9586564
0,724,.614802,.7127552,.8834898,.4725076,1.462119
1,724,.2578127,.7409697,.6614137,.0628124,0
2,724,-.2945579,.4493766,.2393296,-.7764981,.452762
3,724,-.6082195,-.127753,-.4692124,-.9977944,.1165735
4,724,-.5648608,-.2453605,-.2436072,-.3345546,.3621633
5,724,-.3499193,-.1448955,-.338561,-.2593307,.2984218
6,724,-.0719488,.4312917,-.8095816,-.1271318,.4099374
7,724,.0248678,.4085502,.6501421,.1920464,.6306111
8,724,-.3553666,.2889202,.7369453,.0532189,1.368847
9,724,-.3042745,.3038605,.3356838,-.4329747,1.554227
0,725,1.165736,.7150278,1.116687,.7509288,1.528554
1,725,.8282518,.8269774,1.100633,.6683221,1.546702
2,725,1.016157,.7339644,1.001138,.8398399,1.664034
3,725,1.132884,.6494452,.7765974,.7123734,2.229372
4,725,.940536,1.037967,.7049284,.808164,2.791768
5,725,1.009611,.8017836,.9339807,.7966839,2.237263
6,725,.7700733,.3403373,.6001512,.6843449,1.600183
7,725,.4472847,.6506169,.6990421,.548697,2.19351
8,725,.7230551,.504196,.664392,.6955563,1.616611
9,725,.7976882,.3333762,.4411971,.4824128,1.559402
0,729,-1.959133,-.2750185,-.455431,-.6497293,.6671545
1,729,-1.929642,-.2878975,-.1743811,-.9342191,0
2,729,-1.994221,-.3143621,-.5562482,-1.07617,.6081187
3,729,-1.812656,-.5557134,-.450731,-.7345583,.4465198
4,729,-1.643218,-.5929151,-.5439814,-.6353738,.4228512
5,729,-1.856658,-.7010604,-.5393534,-.9813768,.3809175
6,729,-1.885752,-.866346,-.5986677,-1.096843,.1785065
7,729,-1.701936,-.74935,-.613369,-.8657198,.1565768
8,729,-1.53159,-.7147655,-.860723,-.8165684,.4198449
9,729,-1.637366,-.8104791,-.5658801,-1.101648,.2613888
0,733,1.020773,.6662731,.5956427,.8882459,0
1,733,1.011274,.3122443,.591688,.6830763,1.472819
2,733,1.00424,.6566347,.4975581,.7350072,1.484054
3,733,1.342086,.6483958,.8353037,.9104192,2.234705
4,733,1.194016,.5441753,.7802079,.8090076,2.52385
5,733,1.170599,.7290043,.4751096,1.013266,2.74163
6,733,1.440289,.982262,.9596226,1.330877,2.705481
7,733,1.593202,.9581257,.7816834,1.1286,2.461371
8,733,1.613165,1.058454,1.072119,1.404708,3.402629
9,733,1.540543,1.274635,1.14869,1.37088,2.481832
0,739,2.734983,3.571669,3.037291,3.213813,43.16004
1,739,2.795795,3.75431,2.733686,3.450818,41.4735
2,739,2.670243,3.788513,2.843105,3.153466,35.06152
3,739,2.472459,3.589138,2.878747,3.446479,27.67982
4,739,2.659885,3.575751,2.599097,3.186694,26.70898
5,739,2.682495,3.490833,2.680024,3.162126,25.26697
6,739,2.638262,3.395542,2.719546,3.272678,31.61644
7,739,2.441343,3.366929,2.684483,3.078397,0
8,739,2.631369,3.560511,2.58286,3.083059,34.90135
9,739,2.431044,3.752937,2.368329,2.890493,0
0,740,-.9653652,-.8298681,-.4076865,-.7918966,.3786635
1,740,-.6221227,-.6498711,-.1338498,-.3974601,.4648971
2,740,-.8841119,-.8332196,-.3673686,-.81087,.4854546
3,740,-.9474879,-.8579249,.1234285,-.5699732,.5081987
4,740,-.8234062,-.8742594,-.1919053,-.4902969,.5902733
5,740,-.7771166,-.5684987,-.2840733,-.3769127,.5410153
6,740,-.5406514,-.6956306,-.3784703,-.52693,.4782035
7,740,-.6087245,-.538874,-.1090673,-.4697689,.55304
8,740,-.769328,-.5624605,-.0763265,-.5464677,.2733136
9,740,-.4112968,-.4841505,-.1373054,-.5287865,.2135297
0,741,-.5092889,.4454716,-1.143197,-.8185459,1.004301
1,741,-.1678667,.3649016,-.6263183,-.2487412,0
2,741,-.7452103,.3937633,-.795262,-1.019111,.3445332
3,741,-.6770533,.3112721,-1.320665,-1.019195,.263019
4,741,-.6475285,.011593,-1.241568,-.7059583,.4547513
5,741,-.55344,.0609839,-1.297553,-.925498,.6987671
6,741,-.6691514,.2323588,-1.100435,-.8117273,.3437192
7,741,-.6578577,-.0153242,-1.249605,-.874552,.3486089
8,741,-.9665284,-.0821334,-1.260134,-.8119484,.4305619
9,741,-.8586085,-.2793475,-1.460454,-.9275094,.3731812
0,742,-.4959885,-.8012518,-1.087038,-.3143461,.2081581
1,742,-.6840983,-.8870073,-.8818801,-.5513874,.1743818
2,742,-1.139597,-.9252914,-.8758597,-1.236471,.1243345
3,742,-1.132062,-1.087029,-1.750653,-1.231249,0
4,742,-.8353941,-1.175481,-1.432597,-1.045276,0
5,742,-1.439151,-1.798364,-1.773325,-2.044537,0
6,742,-1.712061,-1.898753,-1.948373,-2.141442,0
7,742,-1.683594,-1.937553,-2.296316,-2.11554,0
8,742,-1.818927,-2.157389,-2.168616,-1.846286,0
9,742,-1.532166,-1.6887,-1.883501,-1.827664,.1139657
0,743,-1.418189,-.8024084,-.7319719,-1.467227,0
1,743,-1.658754,-.7817309,-.8820727,-1.535751,.2858576
2,743,-1.490772,-.7499483,-1.161216,-1.602096,.5296278
3,743,-1.568968,-.8749406,-1.146037,-1.493361,.3803777
4,743,-1.36724,-.9169726,-1.122783,-1.515366,.4843557
5,743,-1.351478,-.9100942,-.9262388,-1.223043,.8611997
6,743,-1.224493,-.8750453,-1.065937,-1.007547,.7678064
7,743,-1.326177,-.8748549,-1.131554,-1.199609,.5871631
8,743,-1.29065,-1.05839,-.8598147,-.983645,.6505724
9,743,-1.300459,-.5491064,-1.178478,-1.101022,.6431955
0,745,3.597066,3.024048,3.360854,3.549664,37.02018
1,745,3.521174,3.093243,3.276126,3.535202,45.00206
2,745,3.383218,3.018927,3.221698,3.561283,41.45788
3,745,3.616637,3.124118,3.223567,3.540543,0
4,745,3.35412,2.738968,2.892175,3.43235,29.25452
5,745,3.311809,2.853304,2.847914,3.265264,30.99404
6,745,3.476462,2.951616,2.736451,3.205049,32.40722
7,745,3.224828,3.057492,2.706066,3.24562,0
8,745,3.3355,2.829304,2.688422,3.246975,0
9,745,3.164681,2.843413,2.74403,2.934496,21.9588
0,747,3.635427,2.933281,3.841005,4.041025,26.47153
1,747,3.699866,3.098195,3.321372,4.05746,31.28203
2,747,3.666184,3.054653,3.557761,3.828567,29.80702
3,747,3.633246,3.076789,3.771142,3.858802,34.79675
4,747,3.763165,3.304834,3.666479,3.832854,40.9614
5,747,3.590419,3.353038,3.803776,3.891414,52.92854
6,747,3.8578,3.392187,4.02049,4.012487,53.93662
7,747,3.674718,3.336297,3.638395,4.092486,42.93566
8,747,3.78444,3.293442,3.570634,3.846328,36.10814
9,747,3.596776,3.34495,3.368424,3.806747,35.24063
0,748,.2380192,.1305498,.5229872,.4818918,3.406258
1,748,.3017319,.4320615,.5658696,.1447941,2.127288
2,748,.2411707,.2165143,.0241989,.4145912,1.578033
3,748,.0499687,.1141941,.2588592,.5168138,1.358041
4,748,.2617558,-.1141345,-.0323548,.6013318,.7944036
5,748,.2221156,.0979997,-.0018375,.4918038,1.36471
6,748,.2734724,.111226,.3874938,.4152908,1.034534
7,748,.4735905,.1944784,.2370782,.5941725,1.585238
8,748,.4393854,.2025066,.4747671,.3904896,1.344913
9,748,.331774,.1609733,.5682397,.5305322,1.363029
0,751,1.713661,3.4089,2.068454,1.862942,21.60427
1,751,1.556092,3.514788,2.027404,1.734264,0
2,751,1.541726,3.350245,1.766815,1.708105,7.530414
3,751,1.581422,3.504496,1.786973,1.418876,5.589609
4,751,1.237132,3.243518,1.783475,1.45129,4.733982
5,751,1.110367,3.08073,1.42309,1.343225,3.491073
6,751,1.147314,2.804097,1.560248,1.373513,5.325704
7,751,1.345631,2.460194,1.363203,1.343036,5.223292
8,751,1.182331,2.307793,-.1119418,.9944766,3.7214
9,751,.0647513,1.913015,.5946408,-.5092776,2.847556
0,753,.6234489,2.296074,1.413626,.5288339,6.513445
1,753,.4988217,2.60324,1.252536,.5913656,19.27768
2,753,.3622228,2.741253,1.240997,.649442,7.886212
3,753,.4907916,2.875762,1.118209,.5011492,6.326007
4,753,.363686,2.574683,1.177948,.6925114,6.290407
5,753,.254445,2.549031,1.108665,.7944453,4.67695
6,753,.371017,2.610168,1.02346,.7890351,3.030914
7,753,.457554,2.443255,.8063616,.8910719,8.636832
8,753,.4682954,2.47349,.7930881,.7441201,11.19803
9,753,.5864764,2.590205,.8620846,.8122045,11.60672
0,754,.8002486,.1679693,.3959473,.6652755,2.912796
1,754,.7812418,.6109844,.151303,.7857936,0
2,754,.7623811,.6825885,.3702427,.778367,3.962363
3,754,.949674,1.100357,.5175429,1.066871,2.992968
4,754,1.220633,1.336604,.5473163,1.241015,3.662786
5,754,1.39149,1.164145,.7450177,1.499869,5.386022
6,754,1.895965,2.075703,-1.549181,1.835322,3.731356
7,754,1.955632,2.061219,1.633819,2.214923,5.220115
8,754,1.312147,1.666305,1.416489,1.855346,0
9,754,1.558986,1.81014,1.11449,1.915434,5.434467
0,755,2.13355,3.317568,2.210297,2.09839,28.36245
1,755,2.084637,3.225433,2.386584,1.796732,19.11926
2,755,1.766289,3.227795,2.230029,1.684861,9.889645
3,755,2.037349,3.148528,1.923832,1.858094,15.73044
4,755,1.951296,3.120441,2.074406,1.617326,25.12185
5,755,1.740551,2.994388,2.141533,1.793115,18.95813
6,755,1.934835,3.137504,2.025402,1.796422,63.9935
7,755,1.89329,3.148644,2.23554,2.021434,0
8,755,1.689609,2.953946,1.959518,1.99288,17.06728
9,755,1.85153,2.750919,2.062822,1.875444,22.26865
0,757,.9058314,2.344038,2.305173,1.664531,19.60398
1,757,.8386812,2.415274,1.955208,1.358601,11.97312
2,757,.8136659,2.455032,1.551501,1.120803,7.407022
3,757,.7002124,2.057373,1.641824,1.370855,3.36721
4,757,.7244145,1.776521,1.531187,1.273005,3.753673
5,757,.8496017,1.848806,1.513222,1.184821,4.74423
6,757,.7609485,1.811272,1.865363,1.269245,4.480676
7,757,.6603518,1.809971,1.653924,1.414779,4.307912
8,757,.7783802,1.711509,1.570485,1.166061,5.07708
9,757,.8521909,1.871862,1.509981,1.263084,0
0,758,.7077342,1.969568,1.372677,1.083524,2.451809
1,758,.7063283,1.948654,.8282871,1.018674,0
2,758,.7734425,2.23,.7913657,.8047917,2.233574
3,758,.6313818,1.999564,.922177,.5372635,1.186811
4,758,.4043841,2.071544,.9123887,.7117184,2.235304
5,758,.4943932,1.971483,.7415068,.6246164,2.399969
6,758,.3683244,1.841869,.9252211,.4303963,0
7,758,.3768831,1.558399,.8550323,.7529966,2.510046
8,758,.4784192,1.444665,1.017429,.8971685,3.272619
9,758,.5363531,1.350484,.8887738,.568413,2.178642
0,760,-.0562342,.0946997,-.0924327,-.2675956,0
1,760,-.0642581,-.0784254,-.4047171,-.1142966,.6747299
2,760,-.2532258,-.0310867,-.3688684,-.4810459,.8315711
3,760,-.1907533,-.1036423,-.5387197,-.2586025,.5292498
4,760,-.4601223,-.4427433,-.6023598,-.3788403,.7394568
5,760,-.5297492,-.6740308,-.7423725,-.5707046,0
6,760,-.3299679,-.2848686,-.6088529,-.5481259,.5175591
7,760,-.3950949,-.2769461,-.557725,-.614316,.6145231
8,760,-1.038292,-.8410262,-.7056598,-1.106298,.3155644
9,760,-1.083619,-.5981086,-.5203505,-1.012226,.5495833
0,763,1.219535,.9323763,.5186799,1.147477,6.104351
1,763,1.403239,1.348558,1.097952,1.494167,7.662877
2,763,1.446734,1.450389,1.09019,1.74604,11.98238
3,763,1.580053,1.450571,.9976791,1.703535,0
4,763,1.631581,1.30814,1.30809,1.64603,10.38569
5,763,1.773907,1.621266,1.045478,1.679889,11.47611
6,763,1.489931,1.309043,.7613901,1.254652,4.243683
7,763,1.295349,.8667891,.2436747,.9501584,2.741017
8,763,1.172672,.8713159,-.0543592,1.178408,2.193956
9,763,1.236165,1.228244,-.387829,1.037303,2.514398
0,767,-.7035329,-.512394,-.6070647,-.485663,0
1,767,-.9905627,-.7047787,-.7271213,-.8836328,.3985488
2,767,-.6124089,-.7587239,-.7360888,-1.067645,.2121118
3,767,-.9180755,-.6589982,-.9553293,-.9203672,.1690668
4,767,-.8727604,-.7571772,-1.09039,-.9139776,.3215878
5,767,-.6851123,-1.103252,-.7425368,-.5490581,.4823467
6,767,-.5559627,-1.043288,-.5289667,-.6021542,0
7,767,-.6081114,-1.040998,-.8156315,-.6310391,.4741367
8,767,-.4697872,-.7144607,-.6842412,-.5321044,.7599592
9,767,-.5887907,-.9469101,-.6841095,-.7017807,0
0,768,-1.397945,-1.046594,-.5993605,-1.010705,.4942136
1,768,-1.37329,-.947839,-.6507878,-1.388504,.5030186
2,768,-1.308889,-.9754527,-.7436495,-1.24862,0
3,768,-1.333694,-1.029496,-.63343,-.8382229,.5293909
4,768,-1.13754,-.7748302,-.3852313,-.9280805,0
5,768,-1.430924,-.7241694,-.8108737,-1.079439,1.276008
6,768,-1.166132,-.6653306,-.4822556,-1.05255,.9519312
7,768,-1.06404,-.6947458,-.4741469,-.7688016,.7964104
8,768,-.9516982,-.4648176,-.4771332,-.7200102,.5737149
9,768,-1.038735,-.7705669,-.6006243,-1.043967,.295267
0,771,2.040621,2.342051,2.717263,2.397716,5.482841
1,771,1.793212,2.335352,2.564175,2.125443,6.620871
2,771,1.641609,2.215921,2.328668,1.599676,3.967487
3,771,1.7143,2.065157,2.134768,1.818296,2.987369
4,771,2.045369,1.694436,2.683037,2.37649,3.185187
5,771,1.529578,1.898667,2.713926,1.987486,5.257441
6,771,1.682053,1.530179,2.410683,1.849136,5.70268
7,771,1.592631,1.593045,2.307085,1.760957,13.83891
8,771,1.368783,1.621434,2.417692,1.69209,9.600705
9,771,1.364476,1.656219,2.203639,1.109204,8.636898
